# BUSCO version is: 5.4.4 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
255at3193	Duplicated	MSTRG.31399.1.p1	4007.5	2075	https://www.orthodb.org/v10?query=255at3193	Serine/threonine-protein kinase TOR
255at3193	Duplicated	g1143.t4	3942.9	2050	https://www.orthodb.org/v10?query=255at3193	Serine/threonine-protein kinase TOR
364at3193	Duplicated	IDmodified-transcript-5935	2092.2	1630	https://www.orthodb.org/v10?query=364at3193	WD40-repeat-containing domain
364at3193	Duplicated	IDmodified-transcript-70180	2082.5	1630	https://www.orthodb.org/v10?query=364at3193	WD40-repeat-containing domain
364at3193	Duplicated	g1640.t2	2081.0	1632	https://www.orthodb.org/v10?query=364at3193	WD40-repeat-containing domain
438at3193	Duplicated	IDmodified-transcript-9804	4025.2	2100	https://www.orthodb.org/v10?query=438at3193	dnaJ homolog subfamily C GRV2
438at3193	Duplicated	MSTRG.13987.1.p1	4025.2	2100	https://www.orthodb.org/v10?query=438at3193	dnaJ homolog subfamily C GRV2
438at3193	Duplicated	g3587.t2	4020.4	2101	https://www.orthodb.org/v10?query=438at3193	dnaJ homolog subfamily C GRV2
453at3193	Duplicated	DEINVI_00015.151770.6.p1	2500.4	1609	https://www.orthodb.org/v10?query=453at3193	HEAT repeat-containing protein 5B isoform X1
453at3193	Duplicated	IDmodified-transcript-15730	2500.4	1609	https://www.orthodb.org/v10?query=453at3193	HEAT repeat-containing protein 5B isoform X1
453at3193	Duplicated	MSTRG.19789.1.p1	2500.4	1609	https://www.orthodb.org/v10?query=453at3193	HEAT repeat-containing protein 5B isoform X1
469at3193	Complete	IDmodified-transcript-40434	3021.0	1900	https://www.orthodb.org/v10?query=469at3193	Zinc finger FYVE domain-containing protein 26 isoform 2
727at3193	Duplicated	IDmodified-transcript-189788	2757.2	1421	https://www.orthodb.org/v10?query=727at3193	endoribonuclease Dicer homolog 1
727at3193	Duplicated	IDmodified-transcript-461158	2740.1	1404	https://www.orthodb.org/v10?query=727at3193	endoribonuclease Dicer homolog 1
727at3193	Duplicated	IDmodified-transcript-461159	2724.7	1404	https://www.orthodb.org/v10?query=727at3193	endoribonuclease Dicer homolog 1
727at3193	Duplicated	g3354.t4	2711.2	1417	https://www.orthodb.org/v10?query=727at3193	endoribonuclease Dicer homolog 1
827at3193	Duplicated	IDmodified-transcript-153349	2214.3	1762	https://www.orthodb.org/v10?query=827at3193	Protein virilizer
827at3193	Duplicated	IDmodified-transcript-74480	2084.3	1697	https://www.orthodb.org/v10?query=827at3193	Protein virilizer
827at3193	Duplicated	IDmodified-transcript-92127	1987.4	1594	https://www.orthodb.org/v10?query=827at3193	Protein virilizer
827at3193	Duplicated	g1340.t1	1985.1	1595	https://www.orthodb.org/v10?query=827at3193	Protein virilizer
840at3193	Duplicated	g2279.t1	2938.1	1714	https://www.orthodb.org/v10?query=840at3193	DNA polymerase A
840at3193	Duplicated	IDmodified-transcript-429353	2936.6	1714	https://www.orthodb.org/v10?query=840at3193	DNA polymerase A
938at3193	Duplicated	g12566.t2	1971.6	1321	https://www.orthodb.org/v10?query=938at3193	Tetratricopeptide-like helical
938at3193	Duplicated	IDmodified-transcript-197728	1971.4	1321	https://www.orthodb.org/v10?query=938at3193	Tetratricopeptide-like helical
938at3193	Duplicated	IDmodified-transcript-2764	1922.1	1298	https://www.orthodb.org/v10?query=938at3193	Tetratricopeptide-like helical
1073at3193	Duplicated	IDmodified-transcript-121303	2191.1	1860	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-71874	2190.0	1854	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-378565	2186.2	1778	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-378564	2185.0	1808	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-378562	2183.9	1779	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-184038	2175.6	1858	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-184040	2175.0	1863	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	g4082.t5	2174.9	1863	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-184039	2174.7	1828	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-378563	2174.7	1828	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	g4082.t6	2165.0	1822	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	g4082.t7	2164.8	1820	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-121305	2151.2	1809	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-121304	2147.8	1806	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	g2794.t5	2126.5	1715	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	g2794.t4	2119.4	1713	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-71872	2117.4	1698	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	DEINVI_00027.290101.3.p1	1945.7	1529	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	IDmodified-transcript-71873	1945.7	1529	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1073at3193	Duplicated	MSTRG.40348.1.p1	1945.7	1484	https://www.orthodb.org/v10?query=1073at3193	Zinc finger, PHD-type
1171at3193	Duplicated	g9590.t4	2510.7	1549	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	IDmodified-transcript-351683	2509.4	1549	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	IDmodified-transcript-95884	2507.0	1549	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	DEINVI_00020.215213.2.p1	2505.6	1549	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	IDmodified-transcript-95885	2505.6	1549	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	MSTRG.29427.2.p1	2505.6	1549	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	g9590.t5	2500.4	1549	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	g9590.t6	2499.0	1553	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1171at3193	Duplicated	IDmodified-transcript-129271	2193.3	1379	https://www.orthodb.org/v10?query=1171at3193	nuclear pore complex protein NUP205
1259at3193	Missing
1332at3193	Duplicated	IDmodified-transcript-49466	1841.2	1094	https://www.orthodb.org/v10?query=1332at3193	UDP-glucose:glycoprotein glucosyltransferase
1332at3193	Duplicated	IDmodified-transcript-135689	1837.1	1086	https://www.orthodb.org/v10?query=1332at3193	UDP-glucose:glycoprotein glucosyltransferase
1332at3193	Duplicated	IDmodified-transcript-49467	1757.4	994	https://www.orthodb.org/v10?query=1332at3193	UDP-glucose:glycoprotein glucosyltransferase
1388at3193	Duplicated	IDmodified-transcript-53425	1747.2	1419	https://www.orthodb.org/v10?query=1388at3193	E3 ubiquitin-protein ligase listerin
1388at3193	Duplicated	g24617.t1	1742.9	1415	https://www.orthodb.org/v10?query=1388at3193	E3 ubiquitin-protein ligase listerin
1388at3193	Duplicated	IDmodified-transcript-342822	1741.7	1416	https://www.orthodb.org/v10?query=1388at3193	E3 ubiquitin-protein ligase listerin
1388at3193	Duplicated	IDmodified-transcript-34141	1741.1	1419	https://www.orthodb.org/v10?query=1388at3193	E3 ubiquitin-protein ligase listerin
1440at3193	Duplicated	IDmodified-transcript-9515	2726.5	1337	https://www.orthodb.org/v10?query=1440at3193	intron-binding protein aquarius
1440at3193	Duplicated	MSTRG.9740.1.p1	2726.5	1337	https://www.orthodb.org/v10?query=1440at3193	intron-binding protein aquarius
1521at3193	Duplicated	g673.t7	1559.7	1050	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	g673.t8	1559.6	1063	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	IDmodified-transcript-181667	1559.1	1050	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	g673.t3	1559.1	1050	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	IDmodified-transcript-181668	1559.1	1050	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	g673.t6	1559.0	1050	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	g659.t6	1558.5	1065	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	g673.t4	1557.7	1050	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1521at3193	Duplicated	IDmodified-transcript-43232	1454.4	996	https://www.orthodb.org/v10?query=1521at3193	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase
1578at3193	Duplicated	g373.t2	2187.5	1326	https://www.orthodb.org/v10?query=1578at3193	protein MON2 homolog isoform X1
1578at3193	Duplicated	DEINVI_00013.129797.2.p1	2182.6	1326	https://www.orthodb.org/v10?query=1578at3193	protein MON2 homolog isoform X1
1578at3193	Duplicated	IDmodified-transcript-15910	2182.6	1326	https://www.orthodb.org/v10?query=1578at3193	protein MON2 homolog isoform X1
1578at3193	Duplicated	MSTRG.16145.1.p1	2182.6	1326	https://www.orthodb.org/v10?query=1578at3193	protein MON2 homolog isoform X1
1589at3193	Duplicated	g2200.t2	2180.7	1391	https://www.orthodb.org/v10?query=1589at3193	protein SHOOT GRAVITROPISM 6 isoform X1
1589at3193	Duplicated	IDmodified-transcript-239342	2169.0	1382	https://www.orthodb.org/v10?query=1589at3193	protein SHOOT GRAVITROPISM 6 isoform X1
1664at3193	Duplicated	DEINVI_00009.81519.2.p1	2811.9	1609	https://www.orthodb.org/v10?query=1664at3193	Embryo defective 2410
1664at3193	Duplicated	IDmodified-transcript-7044	2811.9	1609	https://www.orthodb.org/v10?query=1664at3193	Embryo defective 2410
1664at3193	Duplicated	MSTRG.10503.1.p1	2811.9	1609	https://www.orthodb.org/v10?query=1664at3193	Embryo defective 2410
1664at3193	Duplicated	IDmodified-transcript-71237	2811.5	1609	https://www.orthodb.org/v10?query=1664at3193	Embryo defective 2410
1664at3193	Duplicated	IDmodified-transcript-299724	2811.1	1607	https://www.orthodb.org/v10?query=1664at3193	Embryo defective 2410
1664at3193	Duplicated	IDmodified-transcript-128211	2544.2	1507	https://www.orthodb.org/v10?query=1664at3193	Embryo defective 2410
1816at3193	Duplicated	IDmodified-transcript-73704	2640.8	1898	https://www.orthodb.org/v10?query=1816at3193	thyroid adenoma-associated protein homolog
1816at3193	Duplicated	g7158.t1	2344.2	1614	https://www.orthodb.org/v10?query=1816at3193	thyroid adenoma-associated protein homolog
1816at3193	Duplicated	IDmodified-transcript-96510	2344.0	1614	https://www.orthodb.org/v10?query=1816at3193	thyroid adenoma-associated protein homolog
1822at3193	Duplicated	DEINVI_00015.153081.2.p1	1146.1	936	https://www.orthodb.org/v10?query=1822at3193	histone-lysine N-methyltransferase SUVR5
1822at3193	Duplicated	IDmodified-transcript-21357	1146.1	936	https://www.orthodb.org/v10?query=1822at3193	histone-lysine N-methyltransferase SUVR5
1822at3193	Duplicated	MSTRG.20034.1.p1	1146.1	936	https://www.orthodb.org/v10?query=1822at3193	histone-lysine N-methyltransferase SUVR5
1822at3193	Duplicated	IDmodified-transcript-21358	1039.0	848	https://www.orthodb.org/v10?query=1822at3193	histone-lysine N-methyltransferase SUVR5
1914at3193	Complete	IDmodified-transcript-4582	1413.8	883	https://www.orthodb.org/v10?query=1914at3193	ATPase, AAA-type, conserved site
1916at3193	Complete	IDmodified-transcript-29578	1917.0	1126	https://www.orthodb.org/v10?query=1916at3193	DNA polymerase
1998at3193	Duplicated	g11356.t2	1407.6	1130	https://www.orthodb.org/v10?query=1998at3193	nuclear pore complex protein NUP160
1998at3193	Duplicated	IDmodified-transcript-500	1405.2	1130	https://www.orthodb.org/v10?query=1998at3193	nuclear pore complex protein NUP160
1998at3193	Duplicated	MSTRG.7414.1.p1	1405.2	1130	https://www.orthodb.org/v10?query=1998at3193	nuclear pore complex protein NUP160
1998at3193	Duplicated	IDmodified-transcript-147828	1281.5	1031	https://www.orthodb.org/v10?query=1998at3193	nuclear pore complex protein NUP160
2028at3193	Duplicated	DEINVI_00019.198262.1.p1	1971.8	1087	https://www.orthodb.org/v10?query=2028at3193	protein NAP1
2028at3193	Duplicated	IDmodified-transcript-23315	1971.8	1087	https://www.orthodb.org/v10?query=2028at3193	protein NAP1
2028at3193	Duplicated	MSTRG.26837.1.p1	1971.8	1087	https://www.orthodb.org/v10?query=2028at3193	protein NAP1
2028at3193	Duplicated	IDmodified-transcript-23316	1877.1	1059	https://www.orthodb.org/v10?query=2028at3193	protein NAP1
2050at3193	Duplicated	DEINVI_00007.60600.4.p1	1561.6	1258	https://www.orthodb.org/v10?query=2050at3193	autophagy-related protein 2
2050at3193	Duplicated	MSTRG.7813.1.p1	1561.6	1258	https://www.orthodb.org/v10?query=2050at3193	autophagy-related protein 2
2050at3193	Duplicated	g4808.t4	1561.6	1258	https://www.orthodb.org/v10?query=2050at3193	autophagy-related protein 2
2203at3193	Duplicated	IDmodified-transcript-287389	1973.7	1263	https://www.orthodb.org/v10?query=2203at3193	WD40-repeat-containing domain
2203at3193	Duplicated	g3013.t4	1919.1	1263	https://www.orthodb.org/v10?query=2203at3193	WD40-repeat-containing domain
2325at3193	Duplicated	g9766.t3	1638.3	1232	https://www.orthodb.org/v10?query=2325at3193	Dicer dimerisation domain
2325at3193	Duplicated	IDmodified-transcript-22488	1637.2	1187	https://www.orthodb.org/v10?query=2325at3193	Dicer dimerisation domain
2325at3193	Duplicated	MSTRG.29351.1.p1	1637.2	1187	https://www.orthodb.org/v10?query=2325at3193	Dicer dimerisation domain
2325at3193	Duplicated	g9766.t2	1612.5	1187	https://www.orthodb.org/v10?query=2325at3193	Dicer dimerisation domain
2329at3193	Duplicated	IDmodified-transcript-17751	2471.4	1195	https://www.orthodb.org/v10?query=2329at3193	magnesium-chelatase subunit ChlH, chloroplastic
2329at3193	Duplicated	IDmodified-transcript-18038	2471.4	1195	https://www.orthodb.org/v10?query=2329at3193	magnesium-chelatase subunit ChlH, chloroplastic
2329at3193	Duplicated	MSTRG.20960.1.p1	2471.4	1195	https://www.orthodb.org/v10?query=2329at3193	magnesium-chelatase subunit ChlH, chloroplastic
2329at3193	Duplicated	DEINVI_00016.158689.11.p1	2440.9	1198	https://www.orthodb.org/v10?query=2329at3193	magnesium-chelatase subunit ChlH, chloroplastic
2329at3193	Duplicated	IDmodified-transcript-125152	2440.9	1198	https://www.orthodb.org/v10?query=2329at3193	magnesium-chelatase subunit ChlH, chloroplastic
2653at3193	Complete	IDmodified-transcript-7927	2082.3	1198	https://www.orthodb.org/v10?query=2653at3193	WD40-repeat-containing domain
2661at3193	Duplicated	g12843.t3	1961.8	1197	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2661at3193	Duplicated	IDmodified-transcript-413988	1961.1	1202	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2661at3193	Duplicated	g12843.t2	1960.5	1246	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2661at3193	Duplicated	IDmodified-transcript-247701	1960.0	1185	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2661at3193	Duplicated	g12965.t4	1959.3	1241	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2661at3193	Duplicated	g12965.t3	1958.0	1223	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2661at3193	Duplicated	IDmodified-transcript-413987	1957.6	1166	https://www.orthodb.org/v10?query=2661at3193	ABC transporter C family member 13 isoform X1
2694at3193	Complete	IDmodified-transcript-223041	1992.3	1053	https://www.orthodb.org/v10?query=2694at3193	protein PIR
2770at3193	Duplicated	IDmodified-transcript-85913	1494.4	1024	https://www.orthodb.org/v10?query=2770at3193	nuclear pore complex protein NUP133
2770at3193	Duplicated	MSTRG.7981.1.p1	1494.4	1024	https://www.orthodb.org/v10?query=2770at3193	nuclear pore complex protein NUP133
2834at3193	Duplicated	IDmodified-transcript-392539	2238.0	1531	https://www.orthodb.org/v10?query=2834at3193	Putative P-loop containing nucleoside triphosphate hydrolase
2834at3193	Duplicated	IDmodified-transcript-205651	2237.9	1531	https://www.orthodb.org/v10?query=2834at3193	Putative P-loop containing nucleoside triphosphate hydrolase
2834at3193	Duplicated	IDmodified-transcript-392540	2230.9	1531	https://www.orthodb.org/v10?query=2834at3193	Putative P-loop containing nucleoside triphosphate hydrolase
2834at3193	Duplicated	IDmodified-transcript-205650	2230.8	1531	https://www.orthodb.org/v10?query=2834at3193	Putative P-loop containing nucleoside triphosphate hydrolase
2834at3193	Duplicated	IDmodified-transcript-84782	2152.1	1445	https://www.orthodb.org/v10?query=2834at3193	Putative P-loop containing nucleoside triphosphate hydrolase
2844at3193	Fragmented	IDmodified-transcript-49574	1619.1	900	https://www.orthodb.org/v10?query=2844at3193	cleavage and polyadenylation specificity factor subunit 1
2884at3193	Duplicated	g9503.t2	1312.5	915	https://www.orthodb.org/v10?query=2884at3193	protein TONSOKU isoform X1
2884at3193	Duplicated	g9503.t3	1311.8	914	https://www.orthodb.org/v10?query=2884at3193	protein TONSOKU isoform X1
2884at3193	Duplicated	g9503.t4	1311.5	913	https://www.orthodb.org/v10?query=2884at3193	protein TONSOKU isoform X1
2884at3193	Duplicated	IDmodified-transcript-295954	1309.4	911	https://www.orthodb.org/v10?query=2884at3193	protein TONSOKU isoform X1
2884at3193	Duplicated	IDmodified-transcript-6535	1301.3	981	https://www.orthodb.org/v10?query=2884at3193	protein TONSOKU isoform X1
2884at3193	Duplicated	IDmodified-transcript-84987	1162.4	922	https://www.orthodb.org/v10?query=2884at3193	protein TONSOKU isoform X1
2921at3193	Duplicated	IDmodified-transcript-250425	1887.3	1195	https://www.orthodb.org/v10?query=2921at3193	pentatricopeptide repeat-containing protein At3g18110, chloroplastic
2921at3193	Duplicated	IDmodified-transcript-108930	1652.6	1091	https://www.orthodb.org/v10?query=2921at3193	pentatricopeptide repeat-containing protein At3g18110, chloroplastic
2926at3193	Duplicated	g12307.t7	1852.4	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g12307.t5	1852.2	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g12307.t8	1851.4	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	DEINVI_00007.62300.4.p1	1851.2	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	IDmodified-transcript-2199	1851.2	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g12307.t4	1851.2	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g12307.t6	1846.3	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g12307.t3	1846.1	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g5150.t3	1846.1	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g12307.t2	1845.3	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	IDmodified-transcript-190649	1845.1	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	MSTRG.8117.2.p1	1845.1	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	g5150.t2	1845.1	1032	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	IDmodified-transcript-58745	1721.6	985	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
2926at3193	Duplicated	IDmodified-transcript-32705	1607.8	1029	https://www.orthodb.org/v10?query=2926at3193	trafficking protein particle complex II-specific subunit 130 homolog
3052at3193	Duplicated	DEINVI_00006.24262.1.p1	1430.2	942	https://www.orthodb.org/v10?query=3052at3193	protein CHROMATIN REMODELING 20 isoform X1
3052at3193	Duplicated	MSTRG.3066.1.p1	1430.2	942	https://www.orthodb.org/v10?query=3052at3193	protein CHROMATIN REMODELING 20 isoform X1
3052at3193	Duplicated	g4149.t1	1430.2	942	https://www.orthodb.org/v10?query=3052at3193	protein CHROMATIN REMODELING 20 isoform X1
3082at3193	Duplicated	IDmodified-transcript-57662	1306.5	931	https://www.orthodb.org/v10?query=3082at3193	Tetratricopeptide-like helical
3082at3193	Duplicated	g21446.t1	1304.0	931	https://www.orthodb.org/v10?query=3082at3193	Tetratricopeptide-like helical
3082at3193	Duplicated	g21446.t3	1294.5	901	https://www.orthodb.org/v10?query=3082at3193	Tetratricopeptide-like helical
3082at3193	Duplicated	IDmodified-transcript-120845	1239.2	919	https://www.orthodb.org/v10?query=3082at3193	Tetratricopeptide-like helical
3082at3193	Duplicated	IDmodified-transcript-102599	1157.8	812	https://www.orthodb.org/v10?query=3082at3193	Tetratricopeptide-like helical
3272at3193	Duplicated	IDmodified-transcript-19426	1884.4	1082	https://www.orthodb.org/v10?query=3272at3193	DNA ligase
3272at3193	Duplicated	MSTRG.19813.2.p1	1884.4	1082	https://www.orthodb.org/v10?query=3272at3193	DNA ligase
3272at3193	Duplicated	IDmodified-transcript-92603	1869.6	1082	https://www.orthodb.org/v10?query=3272at3193	DNA ligase
